exam_type,exam_date,task_no,task_text,pdf,page,points,time_est,efficiency,difficulty_guess,type,frequency_score,concepts,snippet,task_id,cluster_id,cluster_label
ZI,2017-06-13,1,"Zadatak 1. (10 bodova)

Potrebno je provjeriti je li binarno stablo balansirano s obzirom na visinu. Prazno stablo je balansirano, a neprazno
binarno stablo T je balansirano ako vrijedi:
1) Lijevo i desno podstablo od T je balansirano
2) Razlika u visini lijevog i desnog podstabla nije više od 1
Stablo balansirano po visini Stablo koje nije balansirano po visini
a) Napisati funkciju koja će izračunati visinu stabla. Ako je stablo prazno vraća 0. Prototip funkcije:
int visina(cvor *korijen);
b) Napisati funkciju koja će provjeriti da li je stablo balansirano. Ako je balansirano vraća 1, inače 0. Dopušteno je
koristiti funkciju visina. Prototip funkcije:
int balans(cvor *korijen);
Čvorovi stabla imaju sljedeću strukturu:
typedef struct cv{
int podatak;
struct cv *lijevo_dijete;
struct cv *desno_dijete;
} cvor;",,,,,,,,,,,ZI|2017-06-13|1,6,Zadaci za provjeru i sortiranje binarnih stabala.
ZI,2017-06-13,2,"Zadatak 2. (10 bodova)

Zadan je niz brojeva: 12, 48, 54, 22, 81, 62, 71, 32.
a) (5 bodova) Ilustrirajte (nacrtajte stablo nakon svake promjene) stvaranje gomile (max heap) od zadanog polja
brojeva algoritmom čija je složenost za najgori slučaj O(n).
b) (5 bodova) Ilustrirajte (nacrtajte stablo nakon svake promjene) stvaranje gomile (max heap) od zadanog polja
brojeva algoritmom čija je složenost za najgori slučaj O(nlogn).",,,,,,,,,,,ZI|2017-06-13|2,3,"Here is a possible label for the cluster:

""Uzlažno Sortiranje Algoritama"""
ZI,2017-06-13,3,"Zadatak 3. (10 bodova)

Podatke o studentima potrebno je organizirati u memorijski rezidentnu tablicu raspršenog adresiranja veličine 10000
zapisa. Memorija za tablicu raspršenog adresiranja rezervira se u glavnom programu (nije ga potrebno pisati). Kolizija
se rješava linearnim ispitivanjem.
Potrebno je napisati:
a) Pretprocesorsku direktivu kojom se definira veličina tablice te ostali potrebni parametri u strukturi. Potrebno
je definirati strukturu zapis za pohranu podataka o studentu. Svaki student ima šifru (cijeli broj), ime
(maksimalna veličina 20 znakova) i prezime (maksimalna veličina 30 znakova).
b) Funkciju koja će odrediti na koju adresu je bilo upućeno najviše zapisa. Funkcija treba vratiti tu adresu i broj
zapisa upućenih na nju (lokacija u tablici), a koji su završili u preljevu. Šifra nula (0) označava prazan zapis. Ako
ima više takvih adresa vratiti rezultat za bilo koju od njih.
int Provjera(zapis* hash, int *brojPreljeva);
Prilikom realizacije funkcije za upis koristiti predefiniranu hash-funkciju:
int Adresa(int sifra);",,,,,,,,,,,ZI|2017-06-13|3,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
ZI,2017-06-13,4,"Zadatak 4. (10 bodova)

Zadan je tip podatka Red za koji su definirane funkcije za inicijalizaciju reda, dodavanje elementa u red te za
skidanje elementa iz reda. Prototipovi navedenih funkcija su:
void init_red(Red *red);
int dodaj(int element, Red *red);
int skini(int *element, Red *red);
Funkcije dodaj i skini vraćaju 1 ako je operacija uspjela, a 0 ako nije.
Napišite funkciju koja će sva pojavljivanja višekratnika zadanog broja iz zadanog reda izdvojiti u novi red koji
treba vratiti pozivatelju. Prototip funkcije je:
Red *izdvojiVisekratnike(Red *red, int broj);
U ulaznom redu moraju ostati svi preostali elementi.
Napišite i dio glavnog programa u kojem ćete definirati redove i ispravno pozvati napisanu funkciju. Dio koda u
kojem se puni red nije potrebno pisati.
Primjer: Za ulazni red sadržaja 3, 8, 2, 5, 35, 2, 24, 15 poziv funkcije izdvojiVisekratnike za broj=3 stvara novi
red sadržaja 3, 24, 15 dok u starom redu ostaju 8, 2, 5, 35, 2.",,,,,,,,,,,ZI|2017-06-13|4,9,Izvrtanje stoga odozgo nizom
ZI,2016-06-21,1,"Zadatak 1. (6 bodova)

Za zadani graf nacrtajte matrice susjedstva i incidencije te listu susjedstva.",,,,,,,,,,,ZI|2016-06-21|1,4,"Here are the cluster labels in 2-4 words:

1. **BStablo** - Binary Search Tree
2. **HashLinearHashing** - Linear Hashing Implementation
3. **Knuth-Morris-Pratt** - String Matching Algorithm
4. **Heapsort** - Sorting Algorithm
5. **Rabin-Karp** - String Matching Algorithm

Let me know if you'd like me to clarify or expand on any of these labels!"
ZI,2016-06-21,2,"Zadatak 2. (10 bodova)

Potrebno je sortirati zadano polje cijelih brojeva na način da ga se prvo prepiše u binarno stablo za pretraživanje, a
zatim ga se, inorder postupkom, prepiše natrag u polje. Možete pretpostaviti da već postoji funkcija
cvor *dodaj(int br, cvor *korijen)
koja zadani element dodaje u binarno stablo te vraća pokazivač na novonastalo stablo. Čvorovi stabla imaju sljedeću
strukturu:
typedef struct cv{
int podatak;
struct cvor *lijevo_dijete;
struct cvor *desno_dijete;
} cvor;
a) Napisati funkciju koja će elemente zadanog binarnog stabla za pretraživanje prepisati u jednodimenzionalno polje,
tako da to polje bude sortirano uzlazno. Primjer prototipa funkcije:
void prepisi(cvor *korijen, int *i, int *polje);
Varijabla i određuje na kojem mjestu u polju počinje zapisivanje elemenata stabla. Funkcija treba osloboditi svu
memoriju koju su elementi stabla zauzeli.
b) Napisati funkciju koja će sortirati zadano polje cijelih brojeva pomoću binarnog stabla za pretraživanje.
Funkcija treba imati prototip:
void mojsort(int *polje, int n);",,,,,,,,,,,ZI|2016-06-21|2,6,Zadaci za provjeru i sortiranje binarnih stabala.
ZI,2016-06-21,3,"Zadatak 3. (8 bodova)

Napišite funkciju koja će za zadano polje prirodnih brojeva provjeriti je li gomila. U polju su s -1 označeni elementi
koji se ne koriste. Funkcija treba vratiti 1 ako je zadano polje gomila, a -1 ako nije. Funkcija treba imati prototip:
int jeliGomila(int *polje, int n, int vrstaGomile);
Pomoću varijable vrstaGomile, određuje se za koju vrstu gomile se obavlja ispitivanje. Ako je
vrstaGomile = 1 roditelj treba biti veći od djece, inače roditelj treba biti manji od djece. Možete pretpostaviti
da gomila kreće od indeksa 1.",,,,,,,,,,,ZI|2016-06-21|3,1,"Zadatak 2: Implementacija jednostruko povezane linearne liste
Zadatak 1: Pascalov Trokut
Zadatak 3: Sistemski stog"
ZI,2016-06-21,4,"Zadatak 4. (8 bodova)

Podatke o djelatnicima potrebno je organizirati u memorijski rezidentnu tablicu raspršenog adresiranja veličine 5000
zapisa. Memorija za tablicu raspršenog adresiranja rezervira se u glavnom programu (nije ga potrebno pisati). Kolizija
se rješava dvostrukim raspršenim adresiranjem.
Potrebno je napisati:
a) Pretprocesorsku direktivu kojom se definira veličina tablice i ostale potrebne konstante za potrebe
dvostrukog raspršenog adresiranja. Potrebno je napisati i strukturu za pohranu podataka o djelatniku. Svaki
djelatnik ima šifru (cijeli broj), ime (maksimalna veličina 20 znakova) i prezime (maksimalna veličina 30
znakova).
b) Funkciju za upis u tablicu raspršenog adresiranja koja pojavu kolizija rješava dvostrukim raspršenim
adresiranjem. Funkcija vraća 1 ako je upis uspio, a 0 ako je hash-tablica puna. Prototip funkcije je:
int Upis(struct zapis* hash, struct zapis element);
Prilikom realizacije funkcije za upis koristiti predefinirane hash-funkcije:
int Adresa1(int sifra) {
return sifra%M;
}
int Adresa2(int sifra) {
return 1 + sifra%(M - 1);
}",,,,,,,,,,,ZI|2016-06-21|4,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
ZI,2016-06-21,5,"Zadatak 5. (8 bodova)

Za tip podatka Stog definirane su funkcije za inicijalizaciju stoga, dodavanje elementa na stog i skidanje elementa sa
stoga:
void init_stog(Stog *stog);
int dodaj(Stog *stog, int element);
int skini(Stog *stog, int* element);
Napisati funkciju
void izbaci(Stog *stog);
koja će izbaciti sa stoga sve vrijednosti koje se na stogu pojavljuju više od jedanput, pri čemu će u slučaju višestrukog
pojavljivanja vrijednosti biti zadržana vrijednost koja se pojavljuje prvi put promatrano od vrha stoga.
Primjer:
Stog prije ulaska u fukciju: Stog nakon izlaska iz fukcije:
1 1
1 4
4 3
3 2
2 7
7
2
3
1
Napomena: Rješenje mora koristiti isključivo funkcije za rad sa stogom i pomoćne stogove. Sva rješenja koja
podrazumijevaju implementacijske detalje stoga (realizacija poljem ili listom) neće biti priznata.",,,,,,,,,,,ZI|2016-06-21|5,9,Izvrtanje stoga odozgo nizom
ZI,2015-06-16,1,"Zadatak 1. (8 bodova)

Za tip podatka Stog definirane su funkcije za inicijalizaciju stoga, dodavanje elementa na stog te skidanje elementa
sa stoga. Elementi stoga su realni brojevi. Prototipovi navedenih funkcija su:
void init_stog(Stog *stog);
int dodaj(double element, Stog *stog);
int skini(double *element, Stog *stog);
Funkcije dodaj i skini vraćaju 1, ako je operacija dodavanja ili skidanja uspjela, a 0 inače. Potrebno je napisati
funkciju otpadnici čiji je prototip:
Stog otpadnici(Stog *S, double d);
Funkcija otpadnici iz stoga S uklanja sve elemente koji su od aritmetičke sredine elemenata stoga S udaljeni barem
za d > 0 (ne treba provjeravati je li d > 0). Uklonjeni elementi se stavljaju na stog T i to tako da su prvo, ako postoje,
stavljeni oni elementi koji su manji od aritmetičke sredine (poredak nije bitan), a onda, ako postoje, oni elementi
koji su veći od aritmetičke sredine (poredak nije bitan). Na stogu S, poredak elemenata koji nisu uklonjeni treba
ostati isti.
Funkcija treba biti neovisna o implementaciji tipa podataka Stog, a dozvoljeno je korištenje pomoćnih stogova.
Primjer:
Zadan je stog S: (dno stoga) 4 < 5 < 6 < 4 < 1 (vrh stoga). Aritmetička sredina elemenata na stogu je 4.
Ako je funkcija pozvana za d = 2, na izlazu iz funkcije stog S treba biti 4 < 5 < 4, a stog T 1 < 6. Ako je funkcija
pozvana za d = 4, na izlazu iz funkcije, stog S se ne mijenja, a stog T je prazan.",,,,,,,,,,,ZI|2015-06-16|1,9,Izvrtanje stoga odozgo nizom
ZI,2015-06-16,2,"Zadatak 2. (6 bodova)

Koja je složenost sljedećeg odsječka u O i Ω notaciji u ovisnosti o argumentu n?
void funct(int n) { O notacija void funct(int n) { O notacija
int i,j;
(2 boda): (2 boda):
for (i=n;i>0;i/=2) { int i,j;
for (j=0;j<i;j++) { if (n<20)
printf(“%d\n”,j%2); fact(n);
} else {
} if (n%2) {
} for (i=0;i<n;++i) {
for (j=0;j<i;++j) {
Ω notacija printf(“%d\n”,j%2); Ω notacija
}
(1 bod): (1 bod):
}
}
else {
for (i=0;i<n;++i) {
printf(“%d\n”,i%2);
}
}
}
}
(napomena: funkcija fact računa faktorijel argumenta, a modulo operator u argumentu printf-a osigurava jednako vrijeme
izvođenja printf-a bez obzira na veličinu argumenta)",,,,,,,,,,,ZI|2015-06-16|2,0,"Ovaj zadanični skup može se opisati sledećim šablonom:

""Rekurzivne funkcije i vremena izvođenja""

ili

""Funkcije i njihova vremena izvođenja"""
ZI,2015-06-16,3,"Zadatak 3. (6 bodova)

U jednostruko povezanu nesortiranu listu spremljeni su podaci studentima. Lista je zadana sljedećim strukturama:
struct zapis { struct at {
char imeprezime[80+1]; struct zapis element;
char spol; struct at *sljed;
int dob; };
}; typedef struct at atom;
Napišite funkciju prototipa:
void obradiListu(atom** glava);
koja će elemente liste (zapise o studentima) rasporediti ovisno o spolu. U novoj listi, zapisi o osobama ženskog spola
(spol 'Z') trebaju se nalaziti na početku liste, a zapisi o osobama muškog spola (spol 'M') na kraju. Funkcija ne smije
alocirati nove čvorove.
Primjer:
Listu (od početka prema kraju): (“ivo”,'M',19);(“ana”,'Z',18);(“mara”,'Z',18);(“mate”,'M',19);(“sasa”,'Z',21);
funkcija transformira u: (“ana”,'Z',18);(“mara”,'Z',17);(“sasa”,'Z',21);(“ivo”,'M',19);(“mate”,'M',19);",,,,,,,,,,,ZI|2015-06-16|3,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
ZI,2015-06-16,4,"Zadatak 4. (6 bodova)

Čvor stabla je zadan je strukturom:
typedef struct cv {
int vrijednost;
struct cv * l, *d;
} cvor;
a) Napisati rekurzivnu funkciju, koja će za svaki čvor stabla na
razinama čiji je paritet paritet, izračunati novu vrijednost
kao zbroj inicijalne vrijednosti tog čvora i vrijednosti svih
njegovih potomaka na razini razina+2. Prototip funkcije
jest:
int preuredi (cvor* korijen, int razina, int paritet);
(napomena: argumentom paritet iz skupa {1,0} se funkciji zadaje uvećava li vrijednosti na neparnim ili na parnim razinama stabla; npr. ako
je paritet 1, onda za zadanu razina koja je neparan broj, treba uvećati razinu korijena te svaku drugu od nje, a ako je paritet 0,onda ostale.
Crtež pokazuje primjer transformacije za poziv s argumentom 1.)
b) Napisati dio koda koji postiže da je cijelo stablo promijenjeno na način naveden u a) dijelu zadatka.
Zadatak 5. ( 4 boda)
Prioritetni red P realiziran je gomilom s relacijom manji od (min. heap). Gomila je implementirana poljem
cjelobrojnih elemenata. Polje može imati najviše 15 članova, a sadržaj polja na početku izvođenja je:
6 10 9 11 20 25 19 24 16
Funkcija zadana prototipom:
void DodajURed( PRed *P, int e);
realizira ubacivanje elementa u gomilu algoritmom čije je vrijeme izvođenja O(log n).
2
Funkcija zadana prototipom:
void SkiniIzReda(PRed *P, int *e);
vraća vršni element iz gomile te nakon toga podešava gomilu algoritmom čije je vrijeme izvođenja O(log n).
2
Ilustrirati sadržaj prioritetnog reda P nakon svake zamjene dvaju elemenata, ako su dodavani i skidani elementi
sljedećim nizom naredbi (za gore zadani prioritetni red P):
DodajURed(&P, 5);
SkiniIzReda(&P, &e);
SkiniIzReda(&P, &e);
DodajURed(&P, 21);",,,,,,,,,,,ZI|2015-06-16|4,6,Zadaci za provjeru i sortiranje binarnih stabala.
ZI,2014-06-17,1,"Zadatak 1. (6 bodova)

U jednostruko povezanu nesortiranu listu spremljeni su podaci o studentima. Lista je zadana sljedećim strukturama:
struct zapis { struct at {
char imeprezime[80+1]; struct zapis element;
int ocjena; struct at *sljed;
}; };
typedef struct at atom;
Napišite funkciju čiji je prototip:
void podijeliListu(atom **glava, int ocjena);
koja će listu podijeliti s obzirom na zadanu ocjenu i pri tome obrnuti redoslijed elemenata.
Znači, nakon završetka funkcije svi čvorovi sa zapisima o studentima čija je ocjena manja ili jednaka zadanoj ocjeni
trebaju biti u prvom dijelu liste u obrnutom redoslijedu od redoslijeda u zadanoj listi, dok ostali čvorovi trebaju biti u
drugom dijelu liste, također u obrnutom redoslijedu.
Primjer: prije poziva funkcije lista sadrži sljedeće ocjene: 5, 2, 4, 3, 4, 3, 2, 4, 5, 1.
Nakon poziva funkcije podijeliListu sa zadanom ocjenom 3, lista treba biti: 1, 2, 3, 3, 2, 5, 4, 4, 4, 5.",,,,,,,,,,,ZI|2014-06-17|1,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
ZI,2014-06-17,2,"Zadatak 2. (6 bodova)

Definiran je tip podataka (varijabli) Red koji odgovara strukturi red čiji elementi su riječi (nizovi znakova). Za dohvat
sljedećeg elementa reda koristi se funkcija:
char *redSkini(Red *red);
Također je definirana i struktura Stog koja se koristi za LIFO pohranu
spomenutih redova, a za rad sa stogom na raspolaganju su funkcije:
void stogInit(Stog *stog);
void stogDodaj(Stog *stog, Red *element);
Red *stogSkini(Stog *stog);
Funkcija za dohvaćanje (skidanje) sa stoga vraća NULL ako je stog prazan.
Važno! Redovi riječi imaju strogo propisanu strukturu kao na slici, dakle svaki red osim posljednjeg (prvog stavljenog
na stog) sadrži točno jednu riječ „PREKID“, dok posljednji red ne sadrži tu riječ. Također, može se pretpostaviti da
stog nije prazan, tj. barem je jedan red riječi na stogu.
Potrebno je napisati funkciju ispis prototipa
void ispis(Stog *stog);
koja ispisuje sve riječi svih redova na stogu na standardni izlaz tako da se trenutačni red ispisuje riječ po riječ sve do
riječi „PREKID“. Riječ „PREKID“ se ne ispisuje, nego se nastavlja ispisivanjem sadržaja sljedećeg reda na stogu. Nakon
što je sljedeći red na stogu ispisan, funkcija nastavlja ispisivati ostatak sadržaja prethodnog reda (čiji je ispis bio
prekinut). Za stog i redove u primjeru na slici, ispis treba biti 12<abcd>34.
Nakon povratka iz funkcije ispis, stog mora ostati sačuvan (iako redovi čije su adrese na stogu ne moraju).",,,,,,,,,,,ZI|2014-06-17|2,9,Izvrtanje stoga odozgo nizom
ZI,2014-06-17,3,"Zadatak 3. (6 bodova)

Binarno stablo jednoznačno je zadano svojim preorder i inorder ispisima. U nacrtanom okviru skicirajte stablo čiji su
preorder i inorder ispisi (redom s lijeva na desno)
Preorder: 97, 3, 51, 37, 44, 33, 22, 61, 83
Inorder: 51, 44, 37, 3, 97, 22, 33, 83, 61",,,,,,,,,,,ZI|2014-06-17|3,6,Zadaci za provjeru i sortiranje binarnih stabala.
ZI,2014-06-17,4,"Zadatak 4. (6 bodova)

Čvor stabla definiran je odsječkom:
struct cv {
int vrijednost;
struct cv *lijevo, *desno;
};
Zadani su prototipovi dviju funkcija:
int sirinaRazine(cvor* korijen, int razina);
int sirinaStabla(cvor* korijen);
Funkcija sirinaRazine treba vratiti broj čvorova na razini razina. Funkcija sirinaStabla treba vratiti najveću širinu
svih razina u binarnom stablu, dakle broj čvorova na najširoj razini. Po dogovoru, korijen stabla je na razini 1.
U primjeru na slici širina razine dva je 2, što je najveća širina u ovom stablu pa time i vrijednost koju funkcija
sirinaStabla mora vratiti.
Napišite funkcije sirinaRazine i sirinaStabla.",,,,,,,,,,,ZI|2014-06-17|4,6,Zadaci za provjeru i sortiranje binarnih stabala.
ZI,2014-06-17,5,"Zadatak 5. (6 bodova)

Zadan je niz brojeva: 36, 58, 44, 28, 96, 62, 76, 38.
a) Ilustrirajte (nacrtajte stablo nakon svake promjene) stvaranje gomile s relacijom veći od (max heap) od zadanog
polja brojeva algoritmom čija je složenost za najgori slučaj O(n).
b) Počevši od gomile iz podzadatka a), prikažite sortiranje zadanog niza heapsortom, jasno prikazujući svaki korak
sortiranja (nacrtajte stablo nakon svakog koraka algoritma).",,,,,,,,,,,ZI|2014-06-17|5,3,"Here is a possible label for the cluster:

""Uzlažno Sortiranje Algoritama"""
ZI,2013-06-18,1,"Zadatak 1. (6 bodova)

Za tip podatka Red definirane su funkcije (nije ih potrebno pisati) za inicijalizaciju reda, dodavanje elementa u red te
za skidanje elementa iz reda. Prototipovi navedenih funkcija su:
void init_red(Red *red);
int dodaj(Element element, Red *red);
int skini(Element *element, Red *red);
Funkcije dodaj i skini vradaju 1 ako je operacija dodavanja ili skidanja uspjela, a 0 inače. Elementi reda su podaci
tipa Element. Tipovi Element i Red definirani su redom sljededim programskim odsječkom:
#define MAXNIZ 20 typedef struct at { typedef struct {
typedef struct Element{ Element element; atom *ulaz;
char niz[MAXNIZ + 1]; struct at *sljed; atom *izlaz;
} Element; } atom; } Red;
Napišite funkciju koja de iz zadanog reda u novi red kopirati sve elemente čija varijabla niz sadrži podniz koji
funkcija primi kao ulazni argument. Funkcija pozivatelju vrada taj novi red, a prototip joj je:
Red* trazi(Red *red, char* podniz)
Poredak elemenata u novom redu mora biti isti kao i poredak u ulaznom redu. Po završetku izvođenja funkcije, ulazni
red mora sadržavati iste podatke u istom redoslijedu kao i prije poziva funkcije trazi.
Ako npr. zadani red sadrži elemente sa sljededim nizovima znakova: ''234dd6'', ''aBc569'', ''1234d'', ''ab45de'', a
traženi podniz je ''34d'', funkcija mora vratiti novi red čiji elementi sadrže nizove ''234dd6'' i ''1234d''.
Napomene: Rješenja koja nede koristiti zadane funkcije za rad s redom donijet de 0 bodova. Možete koristiti pomodne
redove unutar funkcije trazi. Skredemo pozornost da bi funkcije strcpy i strstr iz standardne programske knjižnice
C-a mogle biti od koristi.",,,,,,,,,,,ZI|2013-06-18|1,9,Izvrtanje stoga odozgo nizom
ZI,2013-06-18,2,"Zadatak 2. (6 bodova)

U memoriji postoji jednostruko povezana sortirana lista ostvarena (realizirana) strukturom:
struct el {
struct el* sljedeci;
int vrijednost;
};
typedef struct el element;
Napišite funkciju koja de iz liste ukloniti sva ponavljanja nekog elementa ostavljajudi u listi samo prvi takav element
gledano od početka liste. Memoriju koju su zauzimali uklonjeni elementi treba osloboditi. Funkcija prima pokazivač
na prvi član liste, a prototip joj je:
void izbaci(element* glava);",,,,,,,,,,,ZI|2013-06-18|2,8,"Ovaj zadatak može biti označen kao:

""Hash tabela i kopiranje liste""

ili 

""Preljev u hash tabelama""

ili 

""Distribuirano indeksiranje i kopiranje liste""

ali bilo koja od ove opcija bi trebala biti dovoljno precizna."
ZI,2013-06-18,3,"Zadatak 3. (6 bodova)

Zadan je niz brojeva: 30, 45, 31, 60, 87, 95, 12, 69
a) (3 boda) Ilustrirajte (nacrtajte stablo nakon svake promjene) stvaranje gomile od zadanog polja brojeva
algoritmom čija je složenost za najgori slučaj O(n).
b) (3 boda) Ilustrirajte (nacrtajte stablo nakon svake promjene) stvaranje gomile od zadanog polja brojeva
algoritmom čija je složenost za najgori slučaj O(nlogn).",,,,,,,,,,,ZI|2013-06-18|3,3,"Here is a possible label for the cluster:

""Uzlažno Sortiranje Algoritama"""
ZI,2013-06-18,4,"Zadatak 4. (6 bodova)

Binarno stablo za pretraživanje organizirano je po pravilu da su brojevi u lijevom podstablu manji od brojeva u
desnom. Postorder ispis binarnog stabla za pretraživanje je:
3, 5, 4, 1, 8, 15, 16, 11, 7, 6
Izgled stabla:
a) (2 boda) Rekonstruirajte binarno stablo za
pretraživanje (nacrtajte izgled) u prostor s desna
b) (4 boda) Binarno stablo za pretraživanje, zadano postorder ispisom, ostvareno je statičkom strukturom
polje, pri čemu se prvi element polja (indeks nula) ne koristi, nego je korijen stabla na indeksu 1. Napišite, u
odgovarajudem redoslijedu, niz indeksa (i , i , i , ... i ) u polju na kojima se nalaze elementi ispisani
1 2 3 10
postorder obilaskom stabla. Na primjer, i je indeks na kojem se u polju nalazi 3. po redu ispisani element
3
stabla. Odgovor napišite na crtu ispod.",,,,,,,,,,,ZI|2013-06-18|4,6,Zadaci za provjeru i sortiranje binarnih stabala.
ZI,2013-06-18,5,"Zadatak 5. (6 bodova)

Zadan je tip podatka Stog za koji su definirane funkcije za inicijalizaciju stoga, dodavanje elementa na stog i brisanje
elementa sa stoga. Elementi stoga su podaci tipa Student koji sadrže prezime studenta (40 znakova), ime studenta
(30 znakova) te broj bodova ostvarenih na predmetu ASP. Prototipovi navedenih funkcija su:
void init_stog(Stog *stog);
int dodaj(Student element, Stog *stog);
int skini(Student *element, Stog *stog);
Funkcije dodaj i skini vraćaju 1 ako je operacija dodavanja ili skidanja uspjela, a 0 inače.
a) (1 bod) Napišite definicije odgovarajudih struktura (tipovi podataka Student, Stog i atom) za stog realiziran
vezanom listom.
b) (5 bodova) Napišite funkciju koja de sa stoga ukloniti sve studente koji imaju broj bodova manji od prosjeka
bodova svih studenata na stogu. Redoslijed studenata koji su ostavljeni na stogu mora biti isti kao i prije
poziva funkcije. Funkcija vrada broj studenata uklonjenih sa stoga. Prototip funkcije treba biti:
int MakniIspodProsjeka (Stog *stog);
Napomene: Rješenja koja nede koristiti zadane funkcije za rad s stogom donijet de 0 bodova. Možete koristiti
pomodne stogove unutar funkcije MakniIspodProsjeka.",,,,,,,,,,,ZI|2013-06-18|5,9,Izvrtanje stoga odozgo nizom
ZI,2012-06-20,1,"Zadatak 1. (6 bodova)

Za red realiziran jednostruko povezanom listom napišite funkciju dodaj za dodavanje elementa u red.
Prototip funkcije je:
int dodaj(int element, atom **ulaz, atom **izlaz);
Funkcija treba vratiti 1 ukoliko je element uspješno dodan u red, a 0 inače.
Tip atom definiran je sljedećim programskim odsječkom:
struct at {
int element;
struct at *sljed;
};
typedef struct at atom;",,,,,,,,,,,ZI|2012-06-20|1,9,Izvrtanje stoga odozgo nizom
ZI,2012-06-20,2,"Zadatak 2. (12 bodova)

Zadan je niz brojeva 2, 5, 7, 8, 11, 1, 4, 2, 3, 7 koji su spremljeni u čvorove binarnog stabla. Čvor stabla definiran
je sljedećim programskim odsječkom:
typedef struct cv {
int el;
struct cv *lijevo;
struct cv *desno;
} cvor;
a)(6 bodova) Napišite funkciju dodaj koja dodaje element u stablo tako da se pozivima te funkcije za sve
elemente zadanog niza brojeva stvori stablo kao na slici Slika 1. Funkcija vraća pokazivač na korijen stabla.
Prototip funkcije je:
cvor *dodaj (cvor *korijen, int broj);
b)(3 boda) Napišite funkciju zamijeni koja će svaki element stabla zamijeniti sumom elemenata u njegovom
lijevom i desnom podstablu (tj. sumom njegovih potomaka prije zamjene vrijednosti u tim potomcima). Npr.
stablo sa slike Slika 1 transformirat će se u stablo na slici Slika 2.
c)(3 boda) Napišite glavni program koji će definirati cjelobrojno polje i inicijalizirati ga na vrijednosti iz
zadanog niza brojeva. Korištenjem funkcije iz a) dijela zadatka stvoriti stablo sa slike Slika 1, te pozivom
funkcije iz b) dijela zadatka transformirati ga u stablo na slici Slika 2.
2 48
5 1 42 0
7 4 26 5
8 2 18 3
11 7 3 0 0 0
Slika 1 Slika 2",,,,,,,,,,,ZI|2012-06-20|2,6,Zadaci za provjeru i sortiranje binarnih stabala.
ZI,2012-06-20,3,"Zadatak 3. (4 boda)

a)(2 boda) Zadan je inorder (lijevo, korijen, desno) ispis gomile u kojoj je roditelj veći od svoje djece:
75, 78, 74, 80, 11, 32, 92, 50, 84, 58. Nacrtajte gomilu.
10
b)(2 boda) Zadana je gomila kao na slici.
9 8
Prikažite sve korake uzlaznog heap sorta
7 6 5",,,,,,,,,,,ZI|2012-06-20|3,4,"Here are the cluster labels in 2-4 words:

1. **BStablo** - Binary Search Tree
2. **HashLinearHashing** - Linear Hashing Implementation
3. **Knuth-Morris-Pratt** - String Matching Algorithm
4. **Heapsort** - Sorting Algorithm
5. **Rabin-Karp** - String Matching Algorithm

Let me know if you'd like me to clarify or expand on any of these labels!"
